index,category,stat,itt_noctrl,itt_wctrl,itt_noctrl_p0,itt_wctrl_p0,epan_ipw_p0,itt_noctrl_p1,itt_wctrl_p1,epan_ipw_p1,outcomes
0,IQ Scores,point,75.0,75.0,50.0,33.3333333333,50.0,83.3333333333,75.0,83.3333333333,12
1,IQ Scores,pval,0.0,0.0,0.0526315789474,0.184210526316,0.0263157894737,0.0,0.0,0.0,12
2,IQ Scores,se,16.4710745337,17.4843288229,25.8356912714,19.7004863339,24.5465702912,18.3333333333,17.3412459447,18.9528500842,12
3,Achievement Scores,point,33.3333333333,83.3333333333,16.6666666667,16.6666666667,16.6666666667,66.6666666667,66.6666666667,50.0,6
4,Achievement Scores,pval,0.223684210526,0.0,0.197368421053,0.263157894737,0.236842105263,0.0789473684211,0.0789473684211,0.223684210526,6
5,Achievement Scores,se,32.5485093067,33.701909641,24.3392206288,20.7979231232,25.4970089596,34.744262011,30.1094494697,34.0278523689,6
6,HOME Scores,point,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
7,HOME Scores,pval,0.407894736842,0.368421052632,0.421052631579,1.0,0.381578947368,1.0,1.0,0.381578947368,7
8,HOME Scores,se,19.3188705982,19.7105804516,17.7066844391,10.0866280018,16.5408065528,16.3649744306,16.5596276363,17.1219588575,7
9,Parent Income,point,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
10,Parent Income,pval,0.236842105263,1.0,0.25,1.0,0.210526315789,0.25,1.0,0.236842105263,5
11,Parent Income,se,26.7266868406,14.7398493172,25.3532066556,9.38153281158,23.0143929032,26.240453569,11.6438373129,24.074445941,5
12,Mother's Employment,point,60.0,20.0,40.0,0.0,40.0,0.0,0.0,0.0,5
13,Mother's Employment,pval,0.0921052631579,0.315789473684,0.342105263158,0.236842105263,0.289473684211,0.513157894737,0.486842105263,0.473684210526,5
14,Mother's Employment,se,36.1002502786,29.6825307475,42.8878586671,21.7852356248,40.5782760998,24.5364033167,24.5664155287,26.7279996429,5
15,Father at Home,point,0.0,16.6666666667,0.0,0.0,0.0,0.0,16.6666666667,50.0,6
16,Father at Home,pval,1.0,0.223684210526,1.0,1.0,1.0,0.302631578947,0.289473684211,0.197368421053,6
17,Father at Home,se,9.18459172452,19.9951261118,2.68560526391,20.9926655715,3.26688148237,22.818676732,21.3426058065,37.215457184,6
18,Education,point,40.0,60.0,0.0,60.0,0.0,40.0,20.0,40.0,5
