index,category,stat,itt_noctrl,itt_wctrl,itt_noctrl_p0,itt_wctrl_p0,epan_ipw_p0,itt_noctrl_p1,itt_wctrl_p1,epan_ipw_p1,outcomes
0,Cognitive Skills,point,57.6923076923,56.0,23.0769230769,30.7692307692,26.9230769231,61.5384615385,53.8461538462,57.6923076923,26
1,Cognitive Skills,pval,0.000999000999001,0.0,0.218781218781,0.128871128871,0.126873126873,0.0,0.0,0.0,26
2,Cognitive Skills,se,15.1268051161,13.4359634937,14.9157746495,16.8955922643,13.9076809443,16.4379535914,13.4671959829,14.7582863324,26
3,Childhood Household Environment,point,0.0,0.0,0.0,7.69230769231,0.0,8.33333333333,7.69230769231,7.69230769231,13
4,Childhood Household Environment,pval,1.0,1.0,0.68031968032,0.462537462537,1.0,0.356643356643,0.4995004995,0.403596403596,13
5,Childhood Household Environment,se,10.2434112837,10.3018160857,11.7489148777,12.3096758105,9.95196561175,13.0765588998,15.5474100154,18.0289326697,13
6,"Mother's Employment, Education, and Income",point,33.3333333333,26.6666666667,46.6666666667,20.0,33.3333333333,20.0,20.0,13.3333333333,15
7,"Mother's Employment, Education, and Income",pval,0.0609390609391,0.0919080919081,0.00699300699301,0.180819180819,0.0629370629371,0.151848151848,0.140859140859,0.248751248751,15
8,"Mother's Employment, Education, and Income",se,13.7619265065,11.6805921411,14.7382002028,12.6771354986,13.6232480446,9.52498967523,8.86464659099,11.1545595173,15
9,"Education, Employment, Income",point,26.6666666667,33.3333333333,6.66666666667,13.3333333333,6.66666666667,33.3333333333,26.6666666667,33.3333333333,15
10,"Education, Employment, Income",pval,0.143856143856,0.0609390609391,0.496503496503,0.38961038961,0.502497502498,0.101898101898,0.0999000999001,0.0979020979021,15
11,"Education, Employment, Income",se,14.4011258174,13.7322685816,14.4750521514,15.5267096266,10.5690373622,14.8817431943,12.8283480356,14.7975473831,15
12,Crime,point,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
13,Crime,pval,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4
14,Crime,se,10.4575040334,7.33075780462,11.0164031726,7.62150440119,2.9372814604,11.1649717154,7.21289752983,10.570159494,4
15,Drugs and Alcohol,point,20.0,20.0,0.0,20.0,20.0,0.0,20.0,20.0,5
16,Drugs and Alcohol,pval,0.00599400599401,0.004995004995,0.592407592408,0.308691308691,0.0,1.0,0.030969030969,0.0,5
17,Drugs and Alcohol,se,9.69303075177,5.22506446863,16.5025203509,17.3828160337,9.63136733612,10.5184296659,9.99241720498,10.0049538179,5
18,Adult Health,point,31.5789473684,26.3157894737,21.0526315789,10.5263157895,10.5263157895,31.5789473684,31.5789473684,31.5789473684,19
19,Adult Health,pval,0.048951048951,0.0729270729271,0.193806193806,0.394605394605,0.297702297702,0.047952047952,0.033966033966,0.032967032967,19
20,Adult Health,se,12.9385972864,11.2020577661,12.9659408914,10.7405497374,5.2936343557,12.1982265418,10.7978668561,10.8832415665,19
21,Mental Health,point,9.09090909091,9.09090909091,18.1818181818,9.09090909091,9.09090909091,9.09090909091,0.0,9.09090909091,11
22,Mental Health,pval,0.315684315684,0.311688311688,0.297702297702,0.407592407592,0.43956043956,0.391608391608,1.0,0.340659340659,11
23,Mental Health,se,13.6902938647,12.7745187355,12.184182571,11.1457708511,11.2163978553,17.6384307544,13.443169587,17.2457992182,11
