index,category,stat,itt_noctrl,itt_wctrl,itt_noctrl_p0,itt_wctrl_p0,epan_ipw_p0,itt_noctrl_p1,itt_wctrl_p1,epan_ipw_p1,outcomes
0,Cognitive Skills,point,92.3076923077,72.0,80.7692307692,80.0,80.7692307692,80.7692307692,40.0,65.3846153846,26
1,Cognitive Skills,pval,0.0,0.0,0.0,0.0,0.0,0.0,0.047952047952,0.0,26
2,Cognitive Skills,se,17.2815379971,17.2297974482,17.3890248771,15.3538958896,11.0299796565,20.0841462066,16.7236466642,19.0417118954,26
3,Childhood Household Environment,point,15.3846153846,7.69230769231,46.1538461538,46.1538461538,46.1538461538,0.0,0.0,0.0,13
4,Childhood Household Environment,pval,0.340659340659,0.454545454545,0.0,0.000999000999001,0.000999000999001,1.0,1.0,0.582417582418,13
5,Childhood Household Environment,se,13.8631185248,10.6181437991,12.6902669956,12.235071142,10.0232330292,11.4546116334,7.32577721596,14.6904405321,13
6,"Mother's Employment, Education, and Income",point,40.0,20.0,46.6666666667,46.6666666667,66.6666666667,33.3333333333,20.0,26.6666666667,15
7,"Mother's Employment, Education, and Income",pval,0.035964035964,0.273726273726,0.017982017982,0.00999000999001,0.0,0.0799200799201,0.133866133866,0.118881118881,15
8,"Mother's Employment, Education, and Income",se,15.5565215404,13.0335696954,15.9270951625,14.9590103247,18.0834543896,13.8856980729,10.713062387,14.1538852451,15
9,"Education, Employment, Income",point,60.0,20.0,66.6666666667,64.2857142857,66.6666666667,33.3333333333,13.3333333333,13.3333333333,15
10,"Education, Employment, Income",pval,0.0,0.276723276723,0.0,0.0,0.0,0.03996003996,0.28971028971,0.34965034965,15
11,"Education, Employment, Income",se,15.8353829912,14.4319902352,14.242075587,15.2021644557,13.8889599671,14.526948746,10.7461342502,14.066473967,15
12,Crime,point,100.0,50.0,100.0,33.3333333333,66.6666666667,75.0,0.0,25.0,4
13,Crime,pval,0.0,0.0929070929071,0.0,0.198801198801,0.0639360639361,0.027972027972,1.0,0.0649350649351,4
14,Crime,se,32.1232334246,24.8989493997,34.9563179832,29.0253907233,32.2016950167,24.903824886,15.8223141985,14.8440387983,4
15,Drugs and Alcohol,point,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
16,Drugs and Alcohol,pval,1.0,1.0,0.5004995005,0.355644355644,1.0,1.0,1.0,1.0,5
17,Drugs and Alcohol,se,15.4261995439,3.69297467336,19.352514828,16.9132524536,12.8825711471,14.0503305375,1.06996191789e-06,7.4857173361,5
18,Adult Health,point,21.0526315789,15.7894736842,16.6666666667,16.6666666667,22.2222222222,10.5263157895,10.5263157895,10.5263157895,19
19,Adult Health,pval,0.116883116883,0.165834165834,0.195804195804,0.232767232767,0.0739260739261,0.452547452547,0.488511488511,0.40959040959,19
20,Adult Health,se,10.0939784184,7.33377419431,10.9656491452,11.0069357876,8.30947527704,9.16124638327,6.54493546788,8.23536928706,19
21,Mental Health,point,54.5454545455,36.3636363636,36.3636363636,36.3636363636,36.3636363636,54.5454545455,36.3636363636,54.5454545455,11
22,Mental Health,pval,0.0,0.0919080919081,0.0799200799201,0.037962037962,0.0519480519481,0.024975024975,0.0889110889111,0.015984015984,11
23,Mental Health,se,20.1934199496,17.950290621,17.5145931886,15.7099386318,14.2639988189,21.9684341419,18.7354936009,21.7432225795,11
